CustomerID,Recency,Frequency,Monetary,AOV,Tenure,PurchaseInterval,Monetary_log,Frequency_log,Recency_log
12377.0,131,4.0,3426.32,856.58,274,68.5,8.139533893646055,1.6094379124341003,4.882801922586371
12378.0,378,1.0,1407.7,1407.7,0,0.0,7.250422572266261,0.6931471805599453,5.937536205082426
12379.0,238,2.0,767.98,383.99,112,56.0,6.645064961365095,1.0986122886681098,5.476463551931511
12380.0,2,8.0,7559.04,944.88,476,59.5,8.930631760164871,2.1972245773362196,1.0986122886681098
12383.0,1,5.0,1850.56,370.11199999999997,167,33.4,7.523783805985769,1.791759469228055,0.6931471805599453
12385.0,195,1.0,1938.4,1932.8340000000014,0,0.0,7.570133925870446,0.6931471805599453,5.278114659230517
12386.0,154,2.0,660.8,330.4,29,14.5,6.4949633954875114,1.0986122886681098,5.043425116919247
12387.0,231,1.0,143.94,143.94,0,0.0,4.976319863681136,0.6931471805599453,5.44673737166631
12388.0,91,5.0,1886.7,377.34000000000003,307,61.4,7.543114435774688,1.791759469228055,4.5217885770490405
12389.0,219,3.0,1433.33,477.77666666666664,253,84.33333333333333,7.268453120207762,1.3862943611198906,5.393627546352362
12391.0,281,5.0,2312.53,462.50600000000003,198,39.6,7.746529775628442,1.791759469228055,5.641907070938114
12392.0,407,1.0,234.75000000000003,234.75000000000003,0,0.0,5.462771921513567,0.6931471805599453,6.0112671744041615
12393.0,62,5.0,1877.95,375.59000000000003,182,36.4,7.538468389160533,1.791759469228055,4.143134726391533
12394.0,33,1.0,381.08,381.08,0,0.0,5.945630010764183,0.6931471805599453,3.5263605246161616
12395.0,28,9.0,3618.36,402.04,390,43.333333333333336,8.194052493609526,2.302585092994046,3.367295829986474
12396.0,490,1.0,931.43,931.43,0,0.0,6.837794081676172,0.6931471805599453,6.19644412779452
12399.0,30,5.0,1622.6000000000001,324.52000000000004,431,86.2,7.392401184964743,1.791759469228055,3.4339872044851463
12400.0,230,1.0,205.25,205.25,0,0.0,5.32908902521479,0.6931471805599453,5.442417710521793
12401.0,119,1.0,84.3,84.3,0,0.0,4.446174454497633,0.6931471805599453,4.787491742782046
12402.0,139,6.0,1256.9,209.48333333333335,347,57.833333333333336,7.137198942844827,1.9459101490553132,4.941642422609304
12403.0,338,1.0,591.6600000000001,591.6600000000001,0,0.0,6.3846208787485486,0.6931471805599453,5.82600010738045
12404.0,498,1.0,63.24,63.24,0,0.0,4.162626069638506,0.6931471805599453,6.212606095751519
12406.0,0,4.0,4596.31,1149.0775,513,128.25,8.433226628816453,1.6094379124341003,0.0
12407.0,52,2.0,495.96,247.98,28,14.0,6.208509539960322,1.0986122886681098,3.970291913552122
12408.0,76,5.0,2289.81,457.962,238,47.6,7.73666074579741,1.791759469228055,4.343805421853684
12409.0,237,4.0,12346.619999999999,1932.8340000000014,144,36.0,9.421218610934066,1.6094379124341003,5.472270673671475
12410.0,125,3.0,1013.71,337.90333333333336,193,64.33333333333333,6.9223581363660704,1.3862943611198906,4.836281906951478
12411.0,226,1.0,346.9,346.9,0,0.0,5.8519150821578965,0.6931471805599453,5.424950017481403
12412.0,218,3.0,1370.05,456.68333333333334,137,45.666666666666664,7.223332148627434,1.3862943611198906,5.389071729816501
12413.0,52,3.0,805.25,268.4166666666667,166,55.333333333333336,6.692393868109982,1.3862943611198906,3.970291913552122
12414.0,33,6.0,952.41,158.73499999999999,246,41.0,6.860045031492727,1.9459101490553132,3.5263605246161616
12415.0,19,14.0,25654.80140000001,1932.8340000000014,324,23.142857142857142,10.152525000463704,2.70805020110221,2.995732273553991
12416.0,473,1.0,202.56,202.56,0,0.0,5.315960801720632,0.6931471805599453,6.161207321695077
12417.0,3,16.0,5066.08,316.63,546,34.125,8.530519993786244,2.833213344056216,1.3862943611198906
12418.0,230,3.0,1352.62,450.8733333333333,216,72.0,7.210537764156515,1.3862943611198906,5.442417710521793
12419.0,202,2.0,503.01,251.505,27,13.5,6.222596109144375,1.0986122886681098,5.313205979041787
12421.0,135,3.0,449.01,149.67,186,62.0,6.109269804739678,1.3862943611198906,4.912654885736052
12422.0,141,15.0,4666.74,311.116,396,26.4,8.44843029348334,2.772588722239781,4.955827057601261
12423.0,8,8.0,2214.77,276.84625,273,34.125,7.703355251866838,2.1972245773362196,2.1972245773362196
12424.0,239,2.0,1579.07,789.535,125,62.5,7.365224428837097,1.0986122886681098,5.480638923341991
12425.0,264,1.0,964.21,964.21,0,0.0,6.872345694244244,0.6931471805599453,5.579729825986222
12426.0,11,2.0,1345.21,672.605,468,234.0,7.205048515865767,1.0986122886681098,2.4849066497880004
12427.0,188,1.0,607.0,607.0,0,0.0,6.410174881966167,0.6931471805599453,5.241747015059643
12428.0,59,6.0,6310.54,1051.7566666666667,41,6.833333333333333,8.75013498281048,1.9459101490553132,4.0943445622221
12429.0,44,6.0,5454.99,909.165,318,53.0,8.604469366677044,1.9459101490553132,3.8066624897703196
12431.0,17,19.0,7529.05,396.2657894736842,493,25.94736842105263,8.926656960878136,2.995732273553991,2.8903717578961645
12433.0,182,5.0,10992.51,1932.8340000000014,110,22.0,9.305060377662018,1.791759469228055,5.209486152841421
12434.0,76,2.0,583.54,291.77,120,60.0,6.370825213130038,1.0986122886681098,4.343805421853684
12435.0,84,5.0,10075.03,1932.8340000000014,469,93.8,9.217914614840042,1.791759469228055,4.442651256490317
12437.0,15,29.0,9707.08,334.7268965517241,538,18.551724137931036,9.180713807438826,3.4011973816621555,2.772588722239781
12439.0,499,2.0,1158.18,579.09,43,21.5,7.055468137579511,1.0986122886681098,6.214608098422191
12440.0,278,2.0,859.2,429.6,255,127.5,6.757164920349636,1.0986122886681098,5.631211781821365
12441.0,183,1.0,347.1,347.1,0,0.0,5.8524897948173935,0.6931471805599453,5.214935757608986
12443.0,548,1.0,485.31,485.31,0,0.0,6.186846280636522,0.6931471805599453,6.3080984415095305
12445.0,237,1.0,301.58000000000004,301.58000000000004,0,0.0,5.7123457053166895,0.6931471805599453,5.472270673671475
12447.0,59,1.0,476.49,476.49,0,0.0,6.168543217293113,0.6931471805599453,4.0943445622221
12449.0,3,3.0,1627.53,542.51,251,83.66666666666667,7.3954330464072155,1.3862943611198906,1.3862943611198906
12450.0,215,3.0,490.32,163.44,75,25.0,6.197095646670894,1.3862943611198906,5.375278407684165
12451.0,34,5.0,8942.18,1788.4360000000001,311,62.2,9.098646509617629,1.791759469228055,3.5553480614894135
12454.0,212,4.0,13151.44,1932.8340000000014,25,6.25,9.48436257172419,1.6094379124341003,5.3612921657094255
12455.0,6,7.0,5376.39,768.0557142857143,531,75.85714285714286,8.589958405330622,2.0794415416798357,1.9459101490553132
12456.0,71,1.0,940.1700000000001,940.1700000000001,0,0.0,6.847123782142069,0.6931471805599453,4.276666119016055
12457.0,50,4.0,1699.93,424.9825,201,50.25,7.43893043928571,1.6094379124341003,3.9318256327243257
12458.0,101,3.0,1272.01,424.00333333333333,203,67.66666666666667,7.149139453986097,1.3862943611198906,4.624972813284271
12459.0,421,1.0,454.36,454.36,0,0.0,6.121088314901487,0.6931471805599453,6.045005314036012
12460.0,272,1.0,326.65,326.65,0,0.0,5.791945965485506,0.6931471805599453,5.60947179518496
12462.0,119,1.0,762.11,762.11,0,0.0,6.637402188652131,0.6931471805599453,4.787491742782046
12463.0,23,2.0,647.95,323.975,34,17.0,6.475355672133768,1.0986122886681098,3.1780538303479458
12464.0,17,4.0,544.8499999999999,136.21249999999998,108,27.0,6.302344212726278,1.6094379124341003,2.8903717578961645
12466.0,498,1.0,56.73,56.73,0,0.0,4.055776969072842,0.6931471805599453,6.212606095751519
12467.0,239,1.0,132.8,132.8,0,0.0,4.896346147694128,0.6931471805599453,5.480638923341991
12468.0,4,5.0,3670.74,734.1479999999999,495,99.0,8.208420943133293,1.791759469228055,1.6094379124341003
12469.0,339,2.0,3070.54,1535.27,14,7.0,8.029934343472139,1.0986122886681098,5.8289456176102075
12470.0,506,1.0,211.95,211.95,0,0.0,5.3610573963692225,0.6931471805599453,6.2285110035911835
12471.0,27,38.340000000000146,25654.80140000001,460.2751612903226,521,8.403225806451612,10.152525000463704,3.672241812960917,3.332204510175204
12472.0,84,15.0,14357.32,957.1546666666667,458,30.533333333333335,9.572084844114706,2.772588722239781,4.442651256490317
12473.0,8,1.0,672.1899999999999,672.1899999999999,0,0.0,6.512027607779704,0.6931471805599453,2.1972245773362196
12474.0,17,21.0,7767.79,369.8947619047619,466,22.19047619047619,8.957869704079233,3.091042453358316,2.8903717578961645
12475.0,226,1.0,426.26,426.26,0,0.0,6.057392727222088,0.6931471805599453,5.424950017481403
12476.0,34,17.0,9744.09,573.1817647058824,283,16.647058823529413,9.184518847404401,2.8903717578961645,3.5553480614894135
12477.0,55,5.0,11633.6,1932.8340000000014,383,76.6,9.361738696116628,1.791759469228055,4.02535169073515
12480.0,83,5.0,3770.4900000000002,754.0980000000001,240,48.0,8.235225427825236,1.791759469228055,4.430816798843313
12481.0,21,12.0,9865.62,822.1350000000001,402,33.5,9.196912621903127,2.5649493574615367,3.091042453358316
12482.0,392,29.0,23691.4,816.944827586207,77,2.6551724137931036,10.072909600590481,3.4011973816621555,5.973809611869261
12483.0,0,16.0,3950.21,246.888125,493,30.8125,8.281777140099909,2.833213344056216,0.0
12484.0,152,7.0,2967.1,423.87142857142857,344,49.142857142857146,7.995677296442056,2.0794415416798357,5.030437921392435
12485.0,345,1.0,708.1,708.1,0,0.0,6.563996560309951,0.6931471805599453,5.846438775057725
12486.0,248,1.0,1037.28,1037.28,0,0.0,6.945320776868279,0.6931471805599453,5.517452896464707
12487.0,547,1.0,285.29999999999995,285.29999999999995,0,0.0,5.657040212104069,0.6931471805599453,6.306275286948016
12489.0,152,1.0,334.93,334.93,0,0.0,5.816902804925467,0.6931471805599453,5.030437921392435
12490.0,31,13.0,5601.43,430.8792307692308,523,40.23076923076923,8.630955711174893,2.6390573296152584,3.4657359027997265
12492.0,219,1.0,452.0,452.0,0,0.0,6.115892125483034,0.6931471805599453,5.393627546352362
12493.0,13,1.0,232.5,232.5,0,0.0,5.453182077108952,0.6931471805599453,2.6390573296152584
12494.0,12,6.0,1342.41,223.735,379,63.166666666666664,7.202966436604375,1.9459101490553132,2.5649493574615367
12495.0,457,1.0,357.4,357.4,0,0.0,5.881649681100775,0.6931471805599453,6.126869184114185
12496.0,436,2.0,54.09,35.766,0,0.0,4.008968211484625,1.0986122886681098,6.07993319509559
12497.0,217,2.0,5205.400000000001,1932.8340000000014,244,122.0,8.557643917024718,1.0986122886681098,5.384495062789089
12499.0,376,1.0,393.72,393.72,0,0.0,5.9781766527810465,0.6931471805599453,5.932245187448011
12500.0,83,12.0,2907.59,242.29916666666668,406,33.833333333333336,7.975423706657524,2.5649493574615367,4.430816798843313
12501.0,153,1.0,2169.39,1932.8340000000014,0,0.0,7.682662153888476,0.6931471805599453,5.0369526024136295
12502.0,34,3.0,1842.65,614.2166666666667,91,30.333333333333332,7.5195025813291,1.3862943611198906,3.5553480614894135
12503.0,400,1.0,1126.0,1126.0,0,0.0,7.027314514039777,0.6931471805599453,5.993961427306569
12504.0,233,2.0,297.0,148.5,179,89.5,5.697093486505405,1.0986122886681098,5.455321115357702
12505.0,225,1.0,955.2,955.2,0,0.0,6.862967096192003,0.6931471805599453,5.420534999272286
12506.0,49,1.0,73.5,73.5,0,0.0,4.310799125385514,0.6931471805599453,3.912023005428146
12507.0,115,2.0,985.41,492.705,286,143.0,6.894072089673848,1.0986122886681098,4.7535901911063645
12509.0,100,1.0,176.5,176.5,0,0.0,5.178970608915471,0.6931471805599453,4.61512051684126
12510.0,141,8.0,4876.5,609.5625,410,51.25,8.492388072497267,2.1972245773362196,4.955827057601261
12511.0,245,1.0,3084.02,1932.8340000000014,0,0.0,8.034313419300645,0.6931471805599453,5.5053315359323625
12514.0,83,2.0,1597.76,798.88,374,187.0,7.3769836077601205,1.0986122886681098,4.430816798843313
12515.0,169,1.0,383.7,383.7,0,0.0,5.95246380975825,0.6931471805599453,5.135798437050262
12516.0,247,2.0,1336.56,668.28,168,84.0,7.198602337577074,1.0986122886681098,5.5134287461649825
12517.0,6,1.0,766.95,766.95,0,0.0,6.643724626861637,0.6931471805599453,1.9459101490553132
12519.0,293,1.0,385.7,385.7,0,0.0,5.957649198613251,0.6931471805599453,5.683579767338681
12520.0,21,3.0,1697.56,565.8533333333334,68,22.666666666666668,7.437536112263733,1.3862943611198906,3.091042453358316
12523.0,69,16.0,3082.57,192.660625,479,29.9375,8.033843295649469,2.833213344056216,4.248495242049359
12524.0,21,14.0,9473.77,676.6978571428572,464,33.142857142857146,9.156387755249666,2.70805020110221,3.091042453358316
12525.0,314,3.0,973.73,324.57666666666665,149,49.666666666666664,6.882160509570649,1.3862943611198906,5.752572638825633
12527.0,111,4.0,671.72,167.93,234,58.5,6.511329195524643,1.6094379124341003,4.718498871295094
12528.0,93,2.0,771.66,385.83,36,18.0,6.6498391070666685,1.0986122886681098,4.543294782270004
12529.0,344,1.0,316.48,316.48,0,0.0,5.760414824222675,0.6931471805599453,5.84354441703136
12530.0,50,7.0,2901.98,414.56857142857143,408,58.285714285714285,7.973493074576164,2.0794415416798357,3.9318256327243257
12531.0,502,1.0,1807.98,1807.98,0,0.0,7.500518429502228,0.6931471805599453,6.220590170099739
12533.0,444,2.0,1367.89,683.945,110,55.0,7.221755471439273,1.0986122886681098,6.09807428216624
12535.0,3,1.0,371.45,371.45,0,0.0,5.920102800622285,0.6931471805599453,1.3862943611198906
12537.0,225,1.0,732.94,732.94,0,0.0,6.598427281404094,0.6931471805599453,5.420534999272286
12538.0,194,1.0,276.5,276.5,0,0.0,5.625820933186489,0.6931471805599453,5.272999558563747
12539.0,78,6.0,10164.09,1694.015,454,75.66666666666667,9.226714579933729,1.9459101490553132,4.3694478524670215
12540.0,2,23.0,15356.77,667.685652173913,545,23.695652173913043,9.639376813870028,3.1780538303479458,1.0986122886681098
12541.0,97,1.0,312.4,312.4,0,0.0,5.74748032992192,0.6931471805599453,4.584967478670572
12542.0,300,2.0,481.88,240.94,156,78.0,6.179768175579484,1.0986122886681098,5.707110264748875
12543.0,264,1.0,980.25,980.25,0,0.0,6.888827269096618,0.6931471805599453,5.579729825986222
12545.0,76,1.0,628.15,628.15,0,0.0,6.444369702037977,0.6931471805599453,4.343805421853684
12547.0,14,3.0,383.58,127.86,302,100.66666666666667,5.952151829722441,1.3862943611198906,2.70805020110221
12549.0,392,6.0,1575.68,262.61333333333334,121,20.166666666666668,7.363076649441731,1.9459101490553132,5.973809611869261
12551.0,174,1.0,168.0,168.0,0,0.0,5.1298987149230735,0.6931471805599453,5.1647859739235145
12553.0,21,7.0,2651.09,378.7271428571429,218,31.142857142857142,7.883103287381502,2.0794415416798357,3.091042453358316
12554.0,265,1.0,468.5,468.5,0,0.0,6.1516682986483175,0.6931471805599453,5.583496308781699
12555.0,498,1.0,129.23,129.23,0,0.0,4.869302117979612,0.6931471805599453,6.212606095751519
12557.0,72,6.0,11579.800000000001,1929.966666666667,466,77.66666666666667,9.357103833369424,1.9459101490553132,4.290459441148391
12559.0,127,2.0,561.71,280.855,8,4.0,6.33276439774036,1.0986122886681098,4.852030263919617
12561.0,119,1.0,238.85,238.85,0,0.0,5.480013727948073,0.6931471805599453,4.787491742782046
12562.0,15,3.0,1630.14,543.38,236,78.66666666666667,7.397034435847108,1.3862943611198906,2.772588722239781
12563.0,225,1.0,249.24,249.24,0,0.0,5.522420457356946,0.6931471805599453,5.420534999272286
12564.0,77,1.0,456.9,456.9,0,0.0,6.12665081966305,0.6931471805599453,4.356708826689592
12565.0,105,1.0,145.92,145.92,0,0.0,4.989888220951467,0.6931471805599453,4.663439094112067
12567.0,1,11.0,8765.58,796.8709090909091,481,43.72727272727273,9.078702043517321,2.4849066497880004,0.6931471805599453
12568.0,461,1.0,70.0,70.0,0,0.0,4.2626798770413155,0.6931471805599453,6.135564891081739
12569.0,0,6.0,1306.46,217.74333333333334,68,11.333333333333334,7.175841602736885,1.9459101490553132,0.0
12570.0,498,1.0,77.52,77.52,0,0.0,4.3633533694082605,0.6931471805599453,6.212606095751519
12573.0,43,5.0,717.41,143.482,237,47.4,6.577040436712936,1.791759469228055,3.784189633918261
12574.0,132,1.0,218.45,218.45,0,0.0,5.391124416134243,0.6931471805599453,4.890349128221754
12575.0,273,2.0,622.8199999999999,311.40999999999997,69,34.5,6.435861865217934,1.0986122886681098,5.6131281063880705
12576.0,34,5.0,1248.54,249.708,308,61.6,7.13053076256773,1.791759469228055,3.5553480614894135
12577.0,175,6.0,1191.84,198.64,376,62.666666666666664,7.084092297428835,1.9459101490553132,5.170483995038151
12578.0,146,3.0,3456.6,1152.2,113,37.666666666666664,8.148329985752621,1.3862943611198906,4.990432586778736
12580.0,63,2.0,1052.9,526.45,329,164.5,6.960252847939891,1.0986122886681098,4.1588830833596715
12582.0,55,4.0,1980.4,495.1,338,84.5,7.59155894453893,1.6094379124341003,4.02535169073515
12583.0,17,17.0,10208.45,600.4970588235294,532,31.294117647058822,9.231069040951617,2.8903717578961645,2.8903717578961645
12584.0,1,2.0,622.74,311.37,94,47.0,6.435733614873086,1.0986122886681098,0.6931471805599453
12585.0,50,2.0,2040.1,1020.05,117,58.5,7.621244157199997,1.0986122886681098,3.9318256327243257
12586.0,191,3.0,1865.73,621.91,348,116.0,7.531943516050998,1.3862943611198906,5.2574953720277815
12588.0,215,3.0,743.88,247.96,198,66.0,6.613223131580274,1.3862943611198906,5.375278407684165
12589.0,238,6.0,4048.98,674.83,267,44.5,8.306467221816787,1.9459101490553132,5.476463551931511
12590.0,27,2.0,9864.26,1932.8340000000014,0,0.0,9.196774773912752,1.0986122886681098,3.332204510175204
12591.0,133,3.0,1352.15,450.7166666666667,91,30.333333333333332,7.210190486770758,1.3862943611198906,4.897839799950911
12592.0,29,4.0,2376.86,594.215,305,76.25,7.773956202515121,1.6094379124341003,3.4011973816621555
12593.0,35,1.0,236.0,236.0,0,0.0,5.4680601411351315,0.6931471805599453,3.58351893845611
12594.0,0,12.0,3559.84,296.65333333333336,462,38.5,8.17775175106924,2.5649493574615367,0.0
12595.0,321,1.0,299.02,299.02,0,0.0,5.703849139100744,0.6931471805599453,5.7745515455444085
12596.0,58,1.0,269.95,269.95,0,0.0,5.601934302012123,0.6931471805599453,4.07753744390572
12597.0,84,1.0,516.15,516.15,0,0.0,6.248332967823813,0.6931471805599453,4.442651256490317
12598.0,37,6.0,2796.75,466.125,428,71.33333333333333,7.936570801698137,1.9459101490553132,3.6375861597263857
12599.0,24,9.0,1728.0,192.0,369,41.0,7.455298485683291,2.302585092994046,3.2188758248682006
12600.0,20,17.0,3760.84,221.2258823529412,528,31.058823529411764,8.232663478387678,2.8903717578961645,3.044522437723423
12601.0,6,6.0,681.26,113.54333333333334,214,35.666666666666664,6.525410816864686,1.9459101490553132,1.9459101490553132
12604.0,78,1.0,178.5,178.5,0,0.0,5.190175207928333,0.6931471805599453,4.3694478524670215
12605.0,192,4.0,1232.95,308.2375,81,20.25,7.117975685005857,1.6094379124341003,5.262690188904886
12606.0,498,1.0,40.7184,35.766,0,0.0,3.7309422784863226,0.6931471805599453,6.212606095751519
12608.0,221,1.0,415.79,415.79,0,0.0,6.03258249782888,0.6931471805599453,5.402677381872279
12609.0,2,8.0,3109.7400000000002,388.71750000000003,533,66.625,8.042615918991729,2.1972245773362196,1.0986122886681098
12613.0,14,9.0,4953.21,550.3566666666667,527,58.55555555555556,8.507992999138763,2.302585092994046,2.70805020110221
12614.0,94,1.0,315.6,315.6,0,0.0,5.757639147446912,0.6931471805599453,4.553876891600541
12615.0,230,4.0,3449.79,862.4475,217,54.25,8.146358469319471,1.6094379124341003,5.442417710521793
12616.0,113,2.0,673.4,336.7,91,45.5,6.513823406687646,1.0986122886681098,4.736198448394496
12619.0,50,3.0,771.8,257.26666666666665,326,108.66666666666667,6.650020282898308,1.3862943611198906,3.9318256327243257
12620.0,21,1.0,561.66,561.66,0,0.0,6.332675538076368,0.6931471805599453,3.091042453358316
12621.0,16,25.0,18441.96,737.6784,468,18.72,9.822438004835906,3.258096538021482,2.833213344056216
12622.0,48,1.0,180.1,180.1,0,0.0,5.199049364889368,0.6931471805599453,3.8918202981106265
12623.0,92,7.0,3747.84,535.4057142857143,420,60.0,8.229201737777698,2.0794415416798357,4.532599493153256
12625.0,28,4.0,5164.88,1291.22,384,96.0,8.549830744582277,1.6094379124341003,3.367295829986474
12626.0,132,2.0,1274.1,637.05,10,5.0,7.150779885889496,1.0986122886681098,4.890349128221754
12629.0,202,2.0,1558.22,779.11,37,18.5,7.3519409752019005,1.0986122886681098,5.313205979041787
12631.0,272,5.0,2841.07,568.214,237,47.4,7.952287938895591,1.791759469228055,5.60947179518496
12632.0,337,2.0,804.88,402.44,44,22.0,6.691934848047708,1.0986122886681098,5.823045895483019
12633.0,13,5.0,5243.73,1048.7459999999999,328,65.6,8.564979041907668,1.791759469228055,2.6390573296152584
12634.0,352,2.0,490.0,245.0,12,6.0,6.19644412779452,1.0986122886681098,5.8664680569332965
12635.0,208,2.0,1241.23,620.615,64,32.0,7.12466343053395,1.0986122886681098,5.342334251964811
12636.0,555,1.0,141.0,141.0,0,0.0,4.955827057601261,0.6931471805599453,6.320768294250582
12637.0,55,8.0,4710.16,588.77,304,38.0,8.457689441188476,2.1972245773362196,4.02535169073515
12638.0,456,1.0,249.8,249.8,0,0.0,5.524655808758766,0.6931471805599453,6.124683390894205
12639.0,55,3.0,1312.37,437.45666666666665,389,129.66666666666666,7.180351632015873,1.3862943611198906,4.02535169073515
12643.0,37,9.0,6417.7,713.0777777777778,390,43.333333333333336,8.766970883967852,2.302585092994046,3.6375861597263857
12644.0,247,3.0,1440.58,480.1933333333333,263,87.66666666666667,7.2734950132839185,1.3862943611198906,5.5134287461649825
12645.0,36,6.0,2563.02,427.17,449,74.83333333333333,7.849331618322151,1.9459101490553132,3.6109179126442243
12647.0,16,31.0,16503.84,532.381935483871,495,15.96774193548387,9.711408950208195,3.4657359027997265,2.833213344056216
12648.0,254,3.0,793.95,264.65000000000003,263,87.66666666666667,6.678279219594718,1.3862943611198906,5.541263545158426
12649.0,28,6.0,2046.1399999999999,341.0233333333333,483,80.5,7.624198976092518,1.9459101490553132,3.367295829986474
12651.0,151,4.0,377.75,94.4375,130,32.5,5.9368763568235785,1.6094379124341003,5.0238805208462765
12652.0,147,2.0,1017.03,508.515,102,51.0,6.925624666224383,1.0986122886681098,4.997212273764115
12653.0,113,2.0,2730.08,1365.04,230,115.0,7.912452414343822,1.0986122886681098,4.736198448394496
12654.0,14,3.0,337.75,112.58333333333333,97,32.333333333333336,5.825262372193911,1.3862943611198906,2.70805020110221
12655.0,240,1.0,261.35,261.35,0,0.0,5.569679490132721,0.6931471805599453,5.484796933490655
12656.0,20,5.0,4016.26,803.2520000000001,359,71.8,8.298355357183809,1.791759469228055,3.044522437723423
12661.0,252,1.0,162.0,162.0,0,0.0,5.093750200806762,0.6931471805599453,5.53338948872752
12662.0,3,14.0,4976.32,355.45142857142855,430,30.714285714285715,8.51264687255217,2.70805020110221,1.3862943611198906
12663.0,441,2.0,239.4,119.7,43,21.5,5.4823042026610525,1.0986122886681098,6.091309882077698
12664.0,48,4.0,2491.7400000000002,622.9350000000001,494,123.5,7.821137786067118,1.6094379124341003,3.8918202981106265
12665.0,141,3.0,313.6,104.53333333333335,344,114.66666666666667,5.751301990624177,1.3862943611198906,4.955827057601261
12666.0,210,1.0,1248.42,1248.42,0,0.0,7.130434722615036,0.6931471805599453,5.351858133476067
12668.0,75,9.0,10562.0,1173.5555555555557,417,46.333333333333336,9.265112607823163,2.302585092994046,4.330733340286331
12669.0,65,2.0,2272.6,1136.3,7,3.5,7.729119757342836,1.0986122886681098,4.189654742026425
12670.0,16,4.0,1790.6299999999999,447.65749999999997,466,116.5,7.490881099002062,1.6094379124341003,2.833213344056216
12671.0,422,1.0,2622.481,1932.8340000000014,0,0.0,7.872257340866884,0.6931471805599453,6.0473721790462776
12672.0,146,2.0,437.05,218.525,265,132.5,6.082333059112373,1.0986122886681098,4.990432586778736
12673.0,143,2.0,840.4,420.2,75,37.5,6.7350671711564205,1.0986122886681098,4.969813299576001
12674.0,24,1.0,586.74,586.74,0,0.0,6.3762846732388585,0.6931471805599453,3.2188758248682006
12675.0,370,2.0,958.5,479.25,24,12.0,6.8664123154477545,1.0986122886681098,5.916202062607435
12676.0,6,8.0,2340.65,292.58125,293,36.625,7.7586110880707855,2.1972245773362196,1.9459101490553132
12677.0,371,2.0,395.1,197.55,111,55.5,5.981666704627871,1.0986122886681098,5.918893854273146
